language,extracted,enough information,target,ChatGPT,ChatGPT target,ChatGPT mistake,disrepancy,comment
Ayoreo,"In order to employ a non-possessed noun, one should have it preceded by the
appropriate classifier, the most typical of which are nouns such as: -achidi ‘pet, vehicle’, -
ajne ‘belonging, possession, property’ and yui (F yugué) ‘prey, victim, haul,
captured/gathered object’ (cf. its irregular possessive-prefix inflection in § 2.5.4).13 For
instance: d-achidode cuchabasucho ‘his/her/their airplanes’ (3-vehicle.PL airplanes), g-
achidi tamoco / cuco ‘his/her/their dog / canoe (3-pet dog[BF] / canoe[BF]), b-egué dutué
‘your squash’ (2s-haul. squash), y-ajné yiguidé ‘my dress’ (1s-belonging dress). Another
less frequently used classifier-like element is aca ‘plant’, as in acadie uvai ‘grapes’ (lit.:
plants grape) to be found in the Bible translation (see also b-acadie guejna ‘your corn
plants’). The word accompanying the classifier should normally be in the “base” form, as
in the above examples, but the informants’ behavior seems to oscillate.
",0,SVO,"Based on the provided paragraph from the descriptive grammar, there is not enough information to determine the dominant word order of the language described. The paragraph provides information on how to employ non-possessed nouns using classifiers and their inflections, but it does not indicate the dominant word order of the language.",Not enough information,0,0,порядок существительного и классификатора
Ayoreo,"2.6 Syntax
2.6.1. General features. Word order
The Ayoreo syntax is relatively simple. Unlike several native American languages,
Ayoreo does not exhibit ‘switch reference’. The default word-order is SVO, although it
may be altered for pragmatic reasons. In genitival constructions, the order is determinant +
determined (or modifier + head). Thus, Ayoreo is in this respect like English: namely, it
exhibits symptoms of diachronic change, for the basic word-order and the determinant +
determined order do not converge.
",1,SVO,"The language described in the grammar has a dominant word order of ""SVO"". The default word order of Ayoreo is subject-verb-object, which is indicated by the statement ""The default word-order is SVO"".",SVO,0,0,
Apurinã,"A verb stem may be a verb base as described above. Verb stem inflection may be viewed
as follows:
+ v.base ± Violence ± Modifier ± Intensity ± Linear + ta
There is an obligatory verb base, and if any of the optional affix orders is represented, the
stem is obligatorily closed by ta. No more than three of the optional orders may be represented
in a single verb stem, usually not more than two. See 4.2.1. for a description of the morphemes
that occur in the various orders.
",0,SVO,"Based on the given paragraph, it is not possible to determine the dominant word order of the described language. The paragraph discusses verb stem inflection and does not provide information about word order. Therefore, the answer is ""Not enough information."".",Not enough information,0,0,порядок аффиксов
Apurinã," Phrases
 There are noun, verb, adverbial, and postpositional phrases. A noun phrase may be a
noun or a noun plus a modifier; Subjects, Objects, and Indirect Objects are expressed by noun
phrases. A verb phrase may be a verb or a verb plus an auxiliary; the Predicates of verbal clauses
are expressed by verb phrases. An adverbial phrase may be an adverb or an adverb plus a
modifier; adverbial phrases express the marginal clause constituents Time, Location, and Manner
(those constituents may occur with any of the verbal clause classes). A postpositional phrase
includes a noun and a postposition. Most postpositional phrases express the Location constituent,
but postpositional phrases also express the marginal clause constituents Instrument and
Association. The order in which the marginal constituents occur within a clause varies with style
and emphasis; they tend to occur before the subject. It is unusual to have more than two marginal
constituents in a clause.
3.3.",0,SVO,"Based on the information provided, it is not possible to determine the dominant word order of the language described in the grammar. The paragraph does not mention anything about the word order of the language.",Not enough information,0,0,порядок адъюнктов
Apurinã,"The Subject and Object affix orders (4.2.1) are given as obligatory in order to highlight
the essence of this structure. In a given verb one or both may not be represented but in such a
case a missing entity will be expressed as a free form in the sentence or be understood from the
larger context. The structure of a positive causative independent verb differs from the transitive
above only in theme. The structures of positive reciprocal and positive passive independent verbs
 9
also differ from the intransitive above only in theme. However, the various verb classes are
further distinguished by differences in the roster of affixes which may represent the various affix
orders.
",0,SVO,"Based on the information provided, it is not clear which dominant word order the language described in the grammar has. The paragraph talks about different affix orders used in the language, but it does not provide enough information about the usual word order in the language. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,порядок аффиксов
Apurinã,"12
 The inflection of a modified noun may be viewed as follows:
 + Noun Stem + Modifier ± Respect
 The inflection of an interrogative noun may be viewed as follows:
 + Noun Stem + Interrogative
4.1.1.4. Adverbs may involve time, location, or manner. Their inflection varies according to
their function in a sentence: adverbial phrase, independent adverbial clause, dependent adverbial
clause, or conjunction. The maximum formula (independent) differs from the adjective
equivalent as follows: the optional Emphasis tagmeme does not occur; the stem is different; the
optional Manner tagmeme is replaced by an Essive tagmeme, also optional.
4.l.l.5. There are two basic interrogative roots, kipa 'what, who' and napa 'where, how'.
A considerable variety of interrogative forms is derived by infixing a morpheme denoting the
desired information: ki-šini-pa (šini 'meat') 'what meat'.
4.1.1.6. Particles, or uninflected words, may be free forms, clitics, onomatopoetic words, and
exclamations. See 4.1.2. for classes dictated by distribution.
4.l.2. The word classes distinguished by inflection are corroborated by distribution in higher
levels. Verbs occupy the head position in verbal phrases and clauses. Adjectives occupy the head
position in stative clauses. Adjective roots occupy the modifier position in noun phrases. Nouns
occupy the head position of noun phrases, postpositional phrases, and essive clauses. Adverbs
occupy the head position in adverbial phrases and clauses. Interrogatives introduce certain
interrogative clauses. Onomatopoetic words occur at appropriate spots throughout discourse.
Exclamatory words occur at the beginning of utterances. Postpositions identify postpositional
phrases.
4.2.",0,SVO,Not enough information is provided in the given paragraph to determine the dominant word order of the language described in the grammar.,Not enough information,0,0,порядок аффиксов
Apurinã," Expression devices
3.3.1. Nouns are either masculine or feminine in gender. There is agreement in gender between
demonstrative and personal pronouns and the antecedent. There is usually agreement in number
also. The order of words may make a difference in meaning: ιmata ãkiti 'the jaguar's skin',
ãkiti mata 'a jaguar skin'.
3.3.2. Although there is an interrogative clause class, interrogation is more common as a
modality occurring with all clause classes. It is usually conveyed by an interrogative word, which
is first in the clause. Interrogation may focus on any clause constituent. Similarly, negation may
focus on any clause constituent. It is a modality occurring with all clause classes and is conveyed
by a proclitic, na. Such aspects of clause modality as imperative, declarative, and subjunctive
are expressed within the verb (4.1.1.1).
3.4.",0,SVO,"Based on the information provided in the paragraph, it is not enough to determine the dominant word order of the language described in the grammar.",Not enough information,0,0,порядок слов в вопросительных предложениях
Nivkh,"The word order in the Nivkh sentence has not been subject of special study. One
finds only general statements in the literature on Nivkh grammar. This chapter con-
tains a preliminary discussion of the following issues: (1) the direct object position; (2)
the subject position; (3) the predicate position.
",0,SOV,"Based on the information provided in the paragraph, it is not possible to determine the dominant word order of the Nivkh sentence. Therefore, the answer is ""Not enough information."".",Not enough information,0,0,упоминание порядка слов
Nivkh," The suffix -la- in combination with qualitative verbs may express a variety of mean-
 ings, while on other verbs it is monosemous; etc. (see Otaina 1978: 61–64, 109).
. In fact, Otaina (1978: 109) asserts that 7 per cent of qualitative verbs occur in the impera-
tive mood with the suffix -ja, -ve, and five verbs are used in imperative sentences with the
negative particle t‘a ‘not’.
chapter 27
Sentence word order
As has been mentioned above, the neutral word order in Nivkh sentences is “sub-
ject (often omitted) – direct object – predicate”, “attribute – head word”. Conjunctive
words, if used, usually precede the subject (see 18.2.2). Adverbials of time and place
also, it seems, precede the subject in most cases. Adverbials of manner are usually
post-posed to the subject. As a rule, converbs which may perform a variety of syntactic
functions precede the finite predicate (see 14.5).
",1,SOV,"Based on the paragraph, the neutral word order in Nivkh sentences is ""subject (often omitted) - direct object - predicate"", ""attribute - head word"". Therefore, the dominant word order in the language is ""No dominant order"".",No dominant order,1,0,
Nivkh,"Ifŋaγs-toχ χaulus+ketv-u-d̦.
                         s/he wall-dat/add paper+stick-tr-ind
                         ‘He stuck the paper to the wall.’
In sentences with these verbs the nominative object (a movable object) often pre-
cedes the object in the dative/additive case (a stationary object), if this is required by
the communicative purpose of the utterance. This word order is often perceived as
neutral; cf.:
                c.",0,SOV,"Based on the information given, it is not possible to determine the dominant word order of the language described in the grammar. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,порядок слов для трехвалентных глаголов
Nivkh," There are no adjectives in Nivkh. Meanings like ‘be strong’ , ‘be gray’ are expressed
by qualitative verbs. Possessive meanings, as in ‘father’s knife’ , ‘our house’ , are expressed
by pre-posed nouns (personal pronouns) in the nominative case, in the attributive
position (see (1b), (1d)).
1.2 Syntax
The neutral word order is “subject (often omitted) – direct object – predicate”; “attri-
bute – head word”. A typical Nivkh sentence contains one finite predicate which may
be preceded by one or several (rarely more than five) converbs. The sequence of verbal
forms iconically reflects, as a rule, the chronological sequence of the events, which
they denote, in reality.
",1,SOV,"Based on the given paragraph, the dominant word order in Nivkh is ""SOV"" (subject-object-verb).",SOV,0,0,
Nivkh,"Raq+xez+hontq+ñaqr+ke-d̦.
                go-ind cereal+fish.skin+sack+one:generic+take-ind
                 Ma+mevsq-hara, tamγ+merax-hara,
                dried.fish+two:pair.objects-conj tobacco+two:two.dimensional.object-conj
                t‘om+paγ+ŋir+ñaqr-hara+rəkz-d̦.
                fat+be.red+cup+one:generic-conj+barter-ind
                ‘His mother took a sable to his fathers-in-law. (She) bought one fish-skin
 sack of cereal. (She) bartered two dried fishes and two leaves of tobacco and
 one red bowl of fat.’ (Panfilov 1965: 250)
Further on, we shall discuss neutral word order and marked word order. The latter, with
the exception of specially defined cases, is not related to emphasis or contrastive stress.
Emphasis is usually expressed prosodically by intonation and special grammatical
devices: long or open vowels, special particles. Focusing may be indicated by the par-
ticle -ra/-ta/-da. Thus, in (405) with neutral word order any sentence constituent may
be in focus if it is placed sentence-initially and marked with the particle -ra/-ta/-da:
 (405) Nəmr ŋaŋəŋñivγ-gu pal-uxq‘otr+ñřə-d̦.
                 yesterday hunter-pl forest-loc/abl bear+see-ind
                 ‘Yesterday the hunters saw a bear in the forest.’
The following words may be placed sentence-initially: Nəmr-ta ‘just yesterday (not
the day before yesterday)’ (as in ‘It was yesterday that …’), pal-ux-ta ‘in the forest (not
on the river bank)’ (as in ‘It was in the forest that …’), q‘otr-ta ‘a bear (not a wolf)’ ,
ŋaŋəŋñivγ-gu-da ‘the hunters (not the women).’
 Focusing by means of the particle -ra/-ta/-da is not necessarily combined with
the initial position of a constituent. Thus, (406a) with the neutral word order allows
variants with focusing the subject and object respectively:
 (406) a.",1,SOV,"Based on the given paragraph from the descriptive grammar, there is not enough information provided to determine the dominant word order of the described language.",Not enough information,1,0,
Gitksan,"Their underlying
 constituent order is invariably:
SYNTAX 270 SYNTAX271
Subject
Phraseat both the underlYing and surface level of representation, and
Predicate #Dative) •••the connective enclitics should be seen to operate within a
 ( Phrase
 Agent# Objectlarger system of oppositions (that includes order and various
 Phrase Phrase
derivational affixes) to distinguish particular syntactic
constructions one from another.
In surface structure, the order of constituents and their phrasal
structure may differ from their underlying configuration.
Underlying transitive subject pronominal phrases appear on the
surface as ergative pronominal suffixes on the verb, and the
third person proper or common noun transitive subjects of
sentences with first or second person transitive objects usually
are extraposed just to the right of the object, leaving behind a
third person singular ergative pronominal suffix trace on the
verb.",0,No dominant order,"Based on the paragraph from the descriptive grammar, the underlying constituent order of the language described in the grammar is Subject-Verb-Object (SVO).",SVO,1,0,упоминание порядка слов
Gitksan,"However, if there is no surface absolutiv'e
organized and~irected the labour of others, often using
 noun, the verb form is always closed by a Series 2 object
spokesmen to deliver their orders.",0,No dominant order,"
Based on the given paragraph, it is not possible to determine the dominant word order of the language described in the grammar. Therefore, the answer would be ""Not enough information."".",Not enough information,0,0,order - приказ
Gitksan,"When serving as the subject S-complements of such
independent and dependent order constructions is a purely
 intransitive lexical verb constructions as yukw /yuk w/
morphosyntactic one that involves different constituent order and
 PROGressive, (luu) nee ~~, nee(gi) dii /ne'-k@ t i ' /
connective marking.",0,No dominant order,"Based on the given paragraph, there is not enough information to determine the dominant word order of the language described in the grammar. The paragraph discusses a specific type of construction involving constituent order and connective marking, but does not give enough information about the overall word order of the language.",Not enough information,0,0,упоминание порядка слов
Gitksan," Gathl hlgutk'ihlxwit.
 /kat=± ±kW@#tk'i±xW-@t/
Focused Transitive Object ~ O-Phrase
 male=CNN small#child-SREL
 To focus a transitive object phrase,it is simply moved to
 It's the 1.Q.y who is .i!. child.
the front of the sentence and linked to it by the -hI enclitic,
while the rest of the sentence remains unchanged as in the
Independent order unfocused sentence-
independent order.",0,No dominant order,"Based on the given paragraph, there is not enough information to determine the dominant word order of the language described in the grammar.  ",Not enough information,0,0,упоминание порядка слов
Gitksan,"The Series 3 pronouns are:
Series1Pronouns
 The Series 2 pronouns are used as agent/ergatives in 'nii'y/'ni·-'y/ 1,~
independent order constructions, as subject/absolutives of'niin /'ni·-n/1.2!! (sg)
dependent order constructions, and as object/absolutives of non-'nit/'ni-t/he, him
 she, her
third person plural dependent order constructions.",0,No dominant order,"Based on the information provided in the paragraph, there is not enough information to determine the dominant word order of the language described in the grammar. The paragraph only explains the use of different pronoun series, but it doesn't provide any information about the syntax or word order of the language.",Not enough information,0,0,упоминание порядка слов
Cupeño," Jelinek (1997) considers reduplication a form of adverbial quantification. That
is, the quantification is over the entire sentence, implicating agents and patients.
If this proposal is correct, it may explain why consultants offered such diverse
interpretations for reduplicated forms. The principal constraint on the scope of
adverbial quantification is probably pragmatic implicature. The differences be-
tween “distribution”—imagining several individuals or actions, each occurring in
one place—versus “repetition”—a single individual doing the same thing several
times in succession, in the same place—versus “duration”—imagining a continu-
ous state or ongoing performance—involve subtle judgments. It is difficult to study
this sort of quantification even in fully vigorous linguistic communities. However,
there is no reason to believe that Cupeño reduplication is very different from that
4.4. Tense–aspect affixes 135
reported elsewhere, and a speaker trying to develop new forms of expression in the
language could safely draw on reduplication to create a variety of subtle aspectual
effects while remaining within the “spirit” of the grammar of the language as
attested among its last speakers.
",0,SOV,Not enough information. The paragraph does not provide information about the dominant word order of the language.,Not enough information,0,0,
Cupeño," AND=REP M O C K IN G B IR D - N P N 3S P R O 3 S -B E .T H E R E -P IS
 And it is said as for Mockingbird, he was there. (Coyote at the Birds’ Church
 003 )
 Complex nominal constructions are sometimes “continuous,” with all of the
elements appearing adjacent to one another. However, such constructions often
exhibit discontinuity, being interrupted by other components of the sentence. Such
discontinuous constituents are very common in Cupeño, appearing in both the
Faye corpus and in my own data. They are completely acceptable to speakers. Not
only are they produced both in response to elicitation and in extemporaneous text
recitation, but they survived unchanged when my principal consultant, Roscinda
Nolasquez, corrected taped text recitations (examples are seen in (28) and (66)
below). I have discussed the theoretical implications of Cupeño discontinuous
constituents in Hill (2003). Here I restrict the discussion primarily to the descrip-
tion of the surface properties of complex nominal constructions in Cupeño, show-
ing their behavior in “continuous” constructions and in “discontinuous” construc-
tions.
",0,SOV,There is not enough information provided in the paragraph to determine the dominant word order of the language described in the grammar.,Not enough information,0,0,
Cupeño," A N D O N E -N P N D E T O D E M -A TD E T = C F O R D E R -A G T V -N P N 3 S -B E .T H E R E -P IS
 And one person, the principal, was there. (W arners I 047 )
 b. Me suli-t pe’ axwa-’awteeching-ve’e-shpe-hiw-qal.
",0,SOV,"Based on the given paragraph, there is not enough information to determine the dominant word order of the language described in the grammar.",Not enough information,0,0,
Cupeño," A N D O N E -N P N D E T O D E M -A TO R D E R -A G T V -N P N 3 S -B E .T H E R E -P IS
 And one person, the principal, was there.
F. Interrupting particles including negatives
(67) a.",0,SOV,"Based on the given paragraph, it is not possible to determine the dominant word order of the language described in the grammar. Therefore, the correct option is ""Not enough information."".",Not enough information,0,0,
Cupeño," 3 P L -C R Y -D U P -D S P L
 I do not hear the children cry. (Faye Present 9 330 )
The suffix -lee marks different subject with -qal ‘lie’ (singular past) and -qal
‘dwell, be there’ (past-tense plural), a principal part of the irregular verb hiw ~ qa
~ qal ~ max, discussed in 4.6.2.2. Since nearly all suffixes are consonant-initial,
I take the form to be -lee; however, only one l surfaces. Examples appear in (7).
In (7a) the switch reference may involve event differences but it is possible that the
switch is from impersonal miyaxwe meaning ‘must’ in the first clause.
(7) a.",0,SOV,"Based on the given paragraph, there is not enough information to determine the dominant word order of the language described in the grammar.",Not enough information,0,0,
Turkmen,"”
Plan-purpose clauses also have the same construction:
NPSU NPDO diýip VP
Where in this case the NPDO is a subclause, VP is the verb phrase, and diýip is equivalent to “in order to” in
English:
 10
David Gray A Short Descriptive Grammar of Turkmen 16/12/2011
Men seni göreýin diýip geldim - I came in order to see you
Indirect speech uses the -dik suffix (predicative suffix):
Ol özüniň gitjekdiginiaýtdy - she said that she was going to leave
sheher -own going-to-go-PRED-POSS-ACC said
Or simply has a comma (pause) and uses the 3rd person singular:
Sen Marala aýdäý, Gözel oňa ýaglyk alypdyr – tell Maral that Gozel has bought her a head
scarf).
In literary Turkmen the following construction is often found:
Ol şeýle diýdi: “”- he said, “ ”
Some more examples of indirect speech:
 Ol Angliýa gitjekdigi barada aýtdy - he talked about his going to England
 Ol Angliýa gitjegini aýtdy - he said that he's going to England
 Ol meniň Angliýa gitjegimi aýtdy - he said that I am going to England
 Ol saňa meniň Angliýa gitjekdigimi barada aýtdymy? - has he told you that I am going to
 England?
",1,SOV,"Based on the given paragraph from the descriptive grammar, there is not enough information to determine the dominant word order of the language being described.",Not enough information,1,0,
Turkmen,"8
David Gray A Short Descriptive Grammar of Turkmen16/12/2011
6 Sentence-level analysis, syntax
6.1 Word order
The usual word order is:
subject (indirect object) object verb phrase (e.g. gerund + main verb.)
e.g. sençagalaraderman aldyňmy?
- have you bought medicine for the children?
6.2 Simultaneous and sequential actions (“when, after, while”)
6.2.1 Sequential present/future actions (before, until) –ça/çä
The suffixes are added to the present participles like so:
“before I come back”s pl
1 men gelýänçäm biz gelýänçäk
2 sen gelýänçäň siz gelýänçäňiz
3 ol gelýänçe olar gelýänçe(ler)
e.g.",1,SOV,"The language described in the grammar has the ""SOV"" (subject-object-verb) dominant word order.",SOV,0,0,
Turkmen,"Don't you know that I am a teacher?
Note: -digimi and -digini are made up of -dik-im-i or -dik-i-ni (predicator, possessive suffix, accusative
(after a vowel in case of -ni)).
the k in -dik becomes g before a vowel
NB see appendix A for a drill on the -digini suffix
Use of üçin with nouns made from verb stems:
üçin often needs a noun preceding it, so a participle is used with -lik/-lyk added to turn it into a noun, then
the possesive suffix after that (eg. ýaşa-ýan-lyk-ym):
in order to lives. pl.
1 ýaşaýanlygym üçinýaşaýanlygymyz üçin
2 ýaşaýanlygyň üçinýaşaýanlygyňyz üçin
3 ýaşaýanlygy üçin ýaşaýanlygygy üçin
eg.",0,SOV,The given paragraph doesn't provide enough information to determine the dominant word order of the language described in the grammar.,Not enough information,0,0,in order to
Turkmen,"11
David Gray A Short Descriptive Grammar of Turkmen 16/12/2011
4 Grammar - The Verb Phrase
4.1 The infinitive
The infinitive is formed with verb stem followed by the suffix -mak/-mek:
almak (to buy/take)gelmek (to come)
almazlyk (not to buy)gelmezlik (not to come)
The verb stem is the second person singular form of the imperative (see “Imperative Mood”).
The infinitive, however, declines as follows:
NOMalmak (to buy/take)
ACCalmagy
GENalmagyň
DATalmaga (in order to buy/take)
LOC/TIMalmagda
ABLalmagdan
Apart from the nominative and dative cases it is almost impossible to translate these without a context, as
English simply doesn't have anything remotely like this. The following examples will help a little:
Un almak kyn boldy - it was difficult to get flour
[U:n almak ky:n boldy]
Un almagyň kyndygyny sen bileňokmy? - don't you know how hard it is to buy flour?
Men un almaga geldim - I came (in order) to buy flour [purpose: to by flour]
Şu gün un almagy ýatdan çykarma - don't forget to buy flour today!
Un almakda kynçylyk bar - [in general] it is difficult to buy flour
Un almakdan başga işler hem bar - (I've) got better things to do than buying flour!
The infinitive acts in the same way as an English participle: the last example would be “flour buying-(apart)
from other work also exists”.
The infinitive can also be possessed as follows:
my studying etc.spl
1 meniň okamagym biziň okamagymyz
2 seniň okamagyň siziň okamagyňyz
3 onuň okamagy olaryň okamaklary
(notice the k in the 3rd person plural)
It seems that whereas in the English language participles can be possessed, in Turkmen only infinitives can,
so again the gloss of a Turkmen infinitive is an English participle.
Kartoçka (boýunça) berilýänzatlary şu günseniň almagyň gerek
ration-card(by)being-given thingsthis dayyourbuyingis-necessary
you need to buy the food we get on ration cards today
 Seniň okamazlygyň saňa zyýan etdi, sen ekzamenden ikilik aldyň
 - your lack of study was your downfall, you got two [out of five] in the exam
 Uniwersitetde studentleriň okamaklary üçin şertler döredildi
 - The University created conditions under which students could study
12
David Gray A Short Descriptive Grammar of Turkmen 16/12/2011
4.2 Question particle –my/mi
This forms part of the conjugated verb or predicate in order to turn a statement into a question:
Bazara gitjekmi?",0,SOV,"Based on the given paragraph, there is not enough information to determine the dominant word order of the language described in the grammar.",Not enough information,0,0,in order to
Turkmen,"David GrayA Short Descriptive Grammar of Turkmen 16/12/2011
 Cheltenham
SIL-NEGUK
TURKMEN GRAMMAR
A Short Descriptive Grammar of the
Turkmen Language
David Gray, 1994
Edited May 1999, May 2001, June 2004
David Gray A Short Descriptive Grammar of Turkmen16/12/2011
1 Introduction ................................................................................................................................................4
1.1 Map showing the location of several of the Turkmen tribes ..............................................................4
2 Phonology ...................................................................................................................................................5
2.1 Phonetics.............................................................................................................................................5
2.1.1Consonant Chart .........................................................................................................................5
2.1.2Vowel Chart................................................................................................................................5
2.2 The Turkmen Orthography, with Pronunciation Guide ......................................................................6
2.3 Vowel Harmony .................................................................................................................................7
2.4 Stress...................................................................................................................................................7
3 Grammar - The Noun Phrase ......................................................................................................................8
3.1 Plurals .................................................................................................................................................8
3.2 Noun Declension ................................................................................................................................8
3.3 Question Words ..................................................................................................................................8
3.4 The Personal Pronouns .......................................................................................................................9
3.5 Possession ...........................................................................................................................................9
3.6 Going to see someone .......................................................................................................................10
3.7 The Reflexive mood .........................................................................................................................10
3.8 Demonstrative Pronouns...................................................................................................................11
4 Grammar - The Verb Phrase .....................................................................................................................12
4.1 The infinitive ....................................................................................................................................12
4.2 Question particle –my/mi ..................................................................................................................13
4.3 The Imperative and Optative Moods (commands and requests) ......................................................13
4.4 The Voluntative-hortative Mood (let me, shall I)? ...........................................................................13
4.5 To have .............................................................................................................................................14
4.6 Verb Paradigms ................................................................................................................................15
4.7 Tenses, Aspects and Moods................................................................................................................7
4.8 Subjective past perfect ........................................................................................................................8
4.9 Past in the past (pluperfect) ................................................................................................................9
4.10 Modal and Auxiliary Verbs ................................................................................................................9
4.11 Mood.................................................................................................................................................10
4.11.1 The Conditional Mood –sa/-se .................................................................................................10
4.11.2 The Subjunctive Mood .............................................................................................................10
4.11.3 Some Continous Moods............................................................................................................11
4.12 Voice.................................................................................................................................................11
4.12.1 Verb formation - Passive ..........................................................................................................11
4.12.2 Verb formation - Middle/Reflexive ..........................................................................................11
4.12.3 Verb formation - Causative ......................................................................................................11
4.12.4 Verb formation - Reciprocal/Cooperative ................................................................................12
4.12.5 Verb formation - Gradual increase (Reciprocal-Causative) .....................................................12
4.12.6 Causative-Passive .....................................................................................................................12
4.12.7 Benefactive ...............................................................................................................................12
4.13 Participles and Gerunds ....................................................................................................................12
4.13.1 Participles .................................................................................................................................12
4.13.2 Gerunds.....................................................................................................................................12
5 Other word classes ....................................................................................................................................13
5.1 Postpositions .....................................................................................................................................13
5.1.1Introduction ..............................................................................................................................13
5.1.2Common Postpositions .............................................................................................................14
5.1.3Nominal Postpositions ..............................................................................................................14
5.2 Adjectives .........................................................................................................................................15
5.3 Adverbs.............................................................................................................................................15
5.4 Numerals...........................................................................................................................................15
5.4.1Cardinal Numbers .....................................................................................................................15
5.4.2Ordinal Numbers ........................................................................................................................8
5.4.3Count Nouns ...............................................................................................................................8
6 Sentence-level analysis, syntax ..................................................................................................................9
 2
David GrayA Short Descriptive Grammar of Turkmen16/12/2011
6.1 Word order..........................................................................................................................................9
6.2 Simultaneous and sequential actions (“when, after, while”) ..............................................................9
6.2.1 Sequential present/future actions (before, until) –ça/çä..............................................................9
6.2.2 Simultaneous Past actions of long duration (while, during, when) –ka/kä.................................9
6.2.3 Simultaneous Past actions - punctiliar (when) –da/-de.............................................................10
6.2.4 Sequential actions (after, when, before) –dan/-den ..................................................................10
6.3 Sub-clauses and reported speech ......................................................................................................10
6.4 Conjunctions and Subordinators .......................................................................................................11
7 Word Formation .......................................................................................................................................12
7.1 Verbs to Nouns .................................................................................................................................12
7.2 Adjectives to Nouns and vica versa ..................................................................................................12
8 Appendices ...............................................................................................................................................13
8.1 Appendix A - A drill to help master the “-digini” suffix ..................................................................13
3
David Gray A Short Descriptive Grammar of Turkmen16/12/2011
1 Introduction
Turkmen is a Turkic language, part of the South-Western or Oguz sub-group which includes Turkish,
Azerbaijani, and Gagauz. It is an agglutinative language i.e. it has a highly developed system of noun and
verb suffixes that can produce some very long words indeed, e.g. from the word okuw which means ‘study’
the following word/sentence can be derived:
 Okuwçylaryňkymyka? – I wonder if it belongs to the school children?
There are over six million speakers of Turkmen world-wide, most of them located in Turkmenistan, Iran, and
Afghanistan. Turkmen society is still fairly tribal, so that the Turkmen language is made up of several
dialects. The literary language dates back to the 18th century, with poets such as Magtymguly writing highly
stylised works including many Persian (Farsi) loan-words. Modern literary Turkmen is mainly based on the
Teke and Yomut dialects spoken in and around Ashgabat, Mary, Dash Oguz (formally Dashhowuz) and
Nebitdag. Although Turkmen residents of the larger cities tend to be strongly bilingual in Turkmen and
Russian, any attempts to Russify the literary language have been resisted, although many technical words are
Russian or have come via Russian. Dialects spoken in Iran tend to be influenced by Farsi and those in
Afghanistan Dari and Uzbek. This grammar concentrates on Turkmen as spoken in Turkmenistan.
1.1 Map showing the location of several of the Turkmen tribes
 4
David Gray A Short Descriptive Grammar of Turkmen16/12/2011
2 Phonology
2.1 Phonetics
2.1.1 Consonant Chart
LabialDentalAlveolar PalatalVelarGlottal
Plosivesp, bd, tk, g
AffricatestÉS, dÉZ
 12
FricativesB (f, v)T, D (s, z) S, Zx, ƒ h
Nasalsm n N
Lateral approximants, l R, r
Flaps & trills
Central Approximants w j
Aspiration has not been shown. Neither has velarisation or palatalisation of [l].
NB utterance-final consonants are unreleased e.g. Myrat! [mµ'RAt|].
2.1.2 Vowel Chart
FrontCentralBack
URRURRURR
Close i, i˘y, y˘ µ, µ˘ u, u˘
Close-mid
Open-midEø, ø˘ ç, ç˘
Open æ A, A˘
See the Introduction for a description of vowel harmony.
From this point forward all phonemes will be written as per the orthography, rather than according to the
IPA. Please see 2.4 The Turkmen Alphabet for a comparison of the two ways of writing Turkmen phonemes.
1
Only used when a Russian load-word is pronounced with a Russian accent.
2
Most dialects do not use these sounds unless for a Russian loan word pronounced with a Russian accent. The
inhabitants of Chärjew, however, use them in place of the inter-dental fricatives T, D.
",0,SOV,"Based on the Grammar provided, there is not enough information to determine the dominant word order of the language.",Not enough information,0,0,содержание
Turkmen,"It‘s not correct./I‘m not agree with you.
“In Order To”
Üçin / Ýaly
Gerunds can be used with the accusative case to convey that one action was performed in order
to complete another, separate action (see p.689). To express similar statements that lack
directional action (sentences with verbs that do not take the dative case), the construction is
different. The Turkmen construction can be literally translated as ―for‖ or ―in order to do‖
something. Structure is as follows: verb infinitive + ―üçin‖:
Men 5-lik almak üçin ýazdym.",0,SOV,"Based on the given paragraph, it is not possible to determine the dominant word order of the language described in the grammar. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,in order to
Turkmen,"Did you pay to get into the theater?
Below is an alternative construction to express the equivalent of the English ―so that‖ or ―in
order to,‖ which is especially common in conversation. Structure is as follows: desired outcome
with verb in third-person singular, indefinite future tense + ―ýaly‖ + action being performed in
order to achieve the outcome:
Men kitaby gowy okar ýaly äýnek dakynýaryn.",0,SOV,"Based on the given paragraph, it is not possible to determine the dominant word order of the language described in the grammar. The paragraph only provides examples of sentence structures and does not give information about the order in which the subject, verb, and object typically appear in a sentence. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,in order to
Turkmen," My friend studies English in order to find
a good job.
Günüň ýagtysy girmez ýaly tutyny ýapypPlease close the curtain so that the sun‘s
bersene.light won‘t come in.
Biz saglygymyz oňat bolar ýaly ýagly naharIn order that our health will be good, we
iýemizok. don‘t eat fatty food.
Sen rugsat alar ýaly bilim bölümine barmaly.",0,SOV,"Based on the given paragraph, it is not possible to determine the dominant word order of the language described in the grammar. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,in order to
