language,extracted,enough information,target,ChatGPT,ChatGPT target,ChatGPT mistaken,disrepancy,comment
Kharia,"7.2INTERROGATIVES
The present section deals with different types of interrogatives, begin-
ning with polar questions (7.2.1). This is followed by a discussion of
constituent or ""wh-"" questions (7.2.2) with a brief sub-section dedicated
to multiple constituent questions (7.2.2.1). Finally, 7.2.3 deals with alter-
native questions.
",0,Question particle,"The paragraph does not provide information on the strategy of forming polar questions (yes-no questions) in the language described in the grammar. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,polar questions and content questions
Kharia,"302
6.5.4Totality may304
6.5.5Ambulative san 'while going'306
6.5.6Suddenness bha'l, hamba'l and dhalb 306
6.5.7 Departive tu 307
6.5.8Conative dakha I lakha308
6.5.9Excessive bay 308
6.5.10 Autopoesis jom309
6.5.11 Benefactive kay 309
6.5.12 Seldomly encountered V2s310
 6.5.12.1 col 'go' 310
 6.5.12.2 olj 'take out' 310
 6.5.12.3 ol 'take'311
 6.5.12.4 pal 'finish' 311
 6.5.12.5 saphay 'clean' 312
6.6 Partially Finite and Non-finite Forms313
6.6.1Partially finite forms313
6.6.2Non-finite forms317
 6.6.2.1 The masdar317
 6.6.2.2 Infinitives 322
 6.6.2.3 Sequential converbs (""conjunctive
 participles"") 324
 6.6.2.4 Imperfective converbs (""present
 participles"") 330
 6.6.2.5 Participles 333
 CONTENTSX111
6.7Negation334
 6. 7. 1 The general negator um335
 6.7.2 Modal negation with abu 338
 6.7.3 Emphatic negation with umbo'l 339
 6. 7.4 Negation with na 341
6.8Periphrastic TAMIPERsoN-syntagmas (""Verbs"") 341
 6. 8.1 ""Aspectual"" auxiliaries342
 6.8.1.1 la'l'imperfectivity'342
 6.8.1.2 mlicelmare, suru 'begin'345
 6.8.1.3 melay 'stop'346
 6.8.1.4 col'go' 346
 6.8.2 Modality346
 6.8.2.1 lam 'look for; want'346
 6.8.2.2 ter 'give; allow' 347
 6.8.2.3 pal 'can, be able'348
 6. 8.2.4 The qualitative predicative marker:
Obligation and necessity 348
6.9Inference 349
Chapter Seven Syntax 351
7.1 Grammatical Relations351
 7.1.1 Case-syntagmas and their status within the clause 352
 7.1.2 Subject 359
 7.1.3 Object types367
7.2 Interrogatives 368
 7.2.1 Polar questions 369
 7.2.2 Constituent (""wh-"") questions 370
 7.2.2.1 Multiple constituent questions371
 7.2.3 Alternative questions 373
7.3 Qualitative Predication-""Nominal"" and ""Copular""
 Sentences 374
 7.3.1 General introduction374
 7.3.2 Does Kharia have a copula?",0,Question particle,The paragraph does not provide enough information about the strategy of forming polar questions in the language described in the grammar.,Not enough information,0,0,содержание
Savosavo,"37
 2.3 The pitch contours of a polar question and the corresponding answer. . .",0,Interrogative intonation only,"Based on the given paragraph, it is stated that the pitch contours of a polar question and the corresponding answer are discussed. The paragraph does not provide enough information to determine which strategy of forming polar questions the language described in the grammar has. Therefore, the correct answer is ""Not enough information"".",Not enough information,0,0,polar questions  
Savosavo,"1SG.GEN-GEN.M die-APPR
‘Lest I die.’ (ap cs polupolu 031)
For a discussion of apprehensive clauses see Section 7.5 below.
7.4Questions
Two functional types of question can be distinguished: content questions and polar ques-
tions. The formation of questions does not require any syntactic changes. The only
2427. INDEPENDENT BASIC CLAUSES
changes observed are the placement of an interrogative lexeme in the position of the re-
quested information (i.e. the interrogative proforms are used in situ), and/or a change of
the intonation pattern.
7.4.1 Content questions
Content questions use one of the interrogative proforms. Interrogative proforms in Savo-
savo are used in situ. They belong to different word classes and replace the unknown and
requested information in the corresponding declarative sentence. Table 7.5 provides a list
of question words used in Savosavo.
",0,Interrogative intonation only,"Based on the given paragraph, not enough information is provided about the strategy of forming polar questions in the language described in the grammar. The paragraph only discusses content questions and the formation of questions without any syntactic changes.",Not enough information,0,0,"content questions, mentions polar questions"
Savosavo," The intonation of content questions and polar questions is not uniform, as could be
observed both in natural and elicited data. Polar questions often differ from declarative
clauses only in that the pitch peak is slightly higher in polar questions, and that it is
located on the last word. It is nonetheless followed by a drop in pitch. Because the peak
382. PHONOLOGY
is shifted towards the end of the clause, the clause-final drop is compressed and steeper
than in declarative clauses. Figure 2.3 shows the pitch contours belonging to a polar
question (10) and the answer (11). For better comparability, only the pitch contour of
the material following eo ‘yes’ in the beginning of (11) is given in the figure.
 (10) Kaoghoghoana=la=gho bo-i?
bushwards bush=LOC.M=3SG.F.NOM go-FIN
‘Did she go to the bush?’ (160 001 srb)
 (11) Eo; kao ghoghoana=la=gho bo-i.
yes bushwards bush=LOC.M=3SG.F.NOM go-FIN
‘Yes; she went to the bush.’ (160 002 srb)
200
 Pitch (Hz)
 kao ghoghoanala ghoboi
ka o gho gho a na la gho bo i
 0
0 1.28815
 Time (s)
200
 Pitch (Hz)
 kao ghoghoanala ghoboi
ka o gho gho a na la gho bo i
 0
0 1.24842
 Time (s)
Figure 2.3: The pitch contours of a polar question and
the corresponding answer (10, 11).
If the question offers alternatives, as in example (12), there is a peak on at least the first
of the alternatives, see Figure 2.4.
 (12) Ighia=gha bo aghava misu=gha lame=gha=e me=na.
three=PL or four dog=PL PROPR.PL=PL=EMPH 2PL=NOM
‘Do you have three or four dogs?’, lit. ‘Three or four dogs having ones (are) you?’
(160 004 srb)
2.5. INTONATION 39
 350
 Pitch (Hz)
ighiagha boaghava misughalameghaeme na
 ighi a gha boaghava mi sugha lame ghaeme na
 0
02.80057
Time (s)
 Figure 2.4: Pitch contour of a question offering two alternatives (12).
",1,Interrogative intonation only,"Based on the given paragraph, the language described in the grammar uses the strategy of ""Interrogative intonation only"" to form polar questions.",Interrogative intonation only,0,0,
Savosavo,"402. PHONOLOGY
Sometimes, however, there is a rise in pitch at the end of a question, as in the content
question in (15) and the polar question in (16) (see Fig. 2.6; both show non-verbal clauses,
but the same is true for verbal clauses). The last pitch peak of the clause, preceding the
final drop, is then often not higher than in declarative clauses, thus the clause final rise
seems to make a steep rise or fall earlier in the clause unnecessary.
",0,Interrogative intonation only,"Based on the given paragraph, the language described in the grammar uses ""Interrogative intonation only"" as the strategy of forming polar questions (yes-no questions).",Interrogative intonation only,0,0,polar questions and content questions
Savosavo,"1SG.GEN say-NMLZ=EMPH 3SG.M-to
‘ “No, I want to go to (the) conference.” I said to him.’ (jv tarai 134)
(521) a. “Zu maitei-ghu=la=no te ba-i.”
but be.how-NMLZ=LOC.M=2SG.NOM EMPH come-FIN
‘ “But why have you come?” ’ (bd cs tonelo 216)
b. “Oma; zu kano=nyetezala-ni-tu.”
nobut already 2SG=1SG.NOM EMPH look.for-2SG.O-PRS.IPFV
‘ “No; but (it is) you I am looking for.” ’ (bd cs tonelo 217)
7.4.2 Polar questions
Polar questions, sometimes referred to in the literature as ‘yes-no questions’, can be formed
from basic verbal and non-verbal clauses by changing the intonation. The distinguishing
16
 Ghoma and oma are in free variation in almost all contexts, see Section 7.3.1. Both forms would be
possible in examples (520) and (521).
",1,Interrogative intonation only,"According to the given paragraph, the language described in the grammar forms polar questions by changing the intonation. Therefore, the correct answer is ""Interrogative intonation only"".",Interrogative intonation only,0,0,
Wiyot," [Vol. 22
no distinction in meaning and nothing to determine whether we have
affix, or coordination. Consequently it will be well to set aside abso-
lutely English usage and question further into Wiyot.
",0,Question particle,"Based on the given paragraph, there is not enough information to determine the strategy of forming polar questions in the language described in the grammar.",Not enough information,0,0,another meaning
Wiyot," §4. ACCENT
The question of accent in Wiyot is a difficult one. One point is
clear, however, namely, that, although stress is of extremely great
importance in making the language intelligible, it is not a morphological
feature. No rules have been formulated which show where the stress
should be placed. Disyllabic words may be stressed on either syllable,
and the accent does not remain stable. That is to say, when used
independently, a word may be stressed on a certain syllable, but if the
same word is found in a sentence the accent may have shifted. The
same may be said for polysyllabic words. But should a word have as
many as four or five syllables the tendency is toward placing equal stress
on the two middle, or approximately middle, syllables. This rule is not
by any means absolute. It will also be well to remark that if more than
one syllable is stressed, the accent tends to be even on all, there being no
secondary stress. There is no doubt that the matter of stress accent is
very closely related to the question of vowel length, although a vowel
may be greatly lengthened and fail to carry the accent, or vice versa.
",0,Question particle,"The given grammar does not provide information about the strategy of forming polar questions in Wiyot language. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,another meaning
Wiyot,"The material here presented is based on the body of texts obtained
from Wiyot informants and upon grammatical material obtained through
questions both upon portions of the texts and phrases in common use,
as well as upon incidents of everyday life. There are also two trans-
lations of short paragraphs from Michelson's ""The Owl Sacred Pack of
the Fox Indians.""9 These portions were chosen so as to represent
phases of culture common to the two tribes, and are included to satisfy
a lurking curiosity as to the comparative appearance of the two lan-
guages when seen side by side.
",0,Question particle,"From the given paragraph, there is not enough information to determine which strategy of forming polar questions (yes-no questions) the language described in the grammar has.",Not enough information,0,0,another meaning
Wiyot," [Vol. 22
-aLwat, weed
WaSar-aLwat, milkweed
gatso'leg-aLwat, a kind of seaweed
pico-'d-aLwat, another seaplant
gatsLa'law-aLwat, many sticker weed-thistle
wic ay a-Lwa t, fresh-water clams (?)
rir!'bara'g-aLwat, licorice root
-akw, locative, at, in, near, among, into, beside, may be translated by
any of these English prepositions if the verb does not specify the mean-
ing.
cur!'-Led-akw, afternoon (curl, west; -Led-, pass by)
wilo'lanaw-akw, door near (wilol, hole, refers to round house
door)
ratce'w-akw, on water (ratce, water)
halo.'wiw-akw, into canoe
da'gly-akw, among spruces
wana 'gwiy-akw, among redwoods
vactsawl'tw-akw, on ashes
ma's-akw, into fire
 ral-a'kw, in basket
 gwas-a'kw, over the hill
bas ka'wa' da'liv vatsI'tga'tyaL-akw, basket at bottom is lying
chair under-the basket is lying under the chair
gu'-pLetw-akw, that rock under
 gu-tcwa.tc-akw, that basket under
§§18-27. THE VERB
§18. Verb Stems
 Again the question of interpretation of verb complex arises. Three
possibilities20 present themselves: do we have a stem with prefixes; a
stem with suffixes; or the composition of coordinate stems? To answer
this question it is necessary to decide which-if only one is to be chosen-
is the true stem and which the affix; or if the stems are coordinate, why
they are considered so. Jones21 and Michelson first classified the
Algonkin stems as initial, as secondary stems of the first order, and as
secondary stems of the second order. Since the Fox grammar was
written, however, Michelson has come to the conclusion that this
20 Kroeber, present series, xiI, 90ff.
",0,Question particle,Not enough information is provided in the given paragraph from the descriptive grammar to determine the strategy of forming polar questions in the language described.,Not enough information,0,0,another meaning
Wiyot," [Vol. 22
 I refrain from drawing conclusions about this subject since it was
most difficult to get Jerry to give these forms-he did not seem to
understand the question-and since Mrs. Barto was so much inclined
to analyze and synthesize. I am convinced also that the.need of a
device for the first person plural is felt very weakly. It may be that
in former times the distinction was made whereas now it is neglected.
It is also true that possession of an object by more than one individual
is a rare conception.
",0,Question particle,The paragraph does not provide enough information to determine which strategy of forming polar questions the language described in the grammar has.,Not enough information,0,0,another meaning
Ainu,"Whether this
tendency is a result of the surcease of the language and the rapid
disintegration of Ainu culture or is a result of a drift which would
have occurred even in a viable linguistic and social milieu is a
question which cannot, at the present, be answered with any degree of
certainty.
R ep ro d u ced with p erm ission o f the copyright ow ner. Further reproduction prohibited w ithout p erm ission.
",0,Question particle,"Based on the given paragraph, there is ""Not enough information"" to determine which strategy of forming polar questions the language described in the grammar has. The paragraph only discusses a tendency and a question about the language and culture, but it does not provide any information about the grammar of the language concerning forming polar questions.",Not enough information,0,0,another meaning
Ainu," The following particles occur in my corpus:
 1. a, ya--question particles in free variation:pirika ya,
 pirika a is it good? (lit, good question-particle).
",1,Question particle,"The language described in the grammar has the strategy of forming polar questions using the ""Question particle"". This is evident from the explanation given in the paragraph where the question particle ""ya"" or ""a"" is used to form a yes-no question.",Question particle,0,0,
Ainu," 2. he— a question particle preceded by a verb or a verb +
 ruwe(insistive particle) and usually followed by the copula an:
 nep kusu ariki ruwe he an why have you (pi.) come? (lit, what because
 came insistive-particle question-particle copula).
",0,Question particle,"The language described in the grammar has a strategy of forming polar questions using ""Question particle"".",Question particle,0,0,content questions
Ainu," The simple conjunctions include:
wa and with verbs; in the absence of any aspect
 auxiliary, we may give a present time connotation to the first of the
 two verbs with which it occurs — aynu itak nu rusuy wa ek he has
 come wishing to hear the Ainu language (lit. Ainu language heard
 wished and came).
newa andwith nouns — mici ne-wa hapofather and mother,
koroka but, however — k-ek koroka ku nukara somoki1_
 came, but I didn't see (lit. I-came but I saw not).
ora (Hi), orowa (Ho)then —aynu hekaci pa-koro ora
 hekaci nospawhen the men found the boys, (then) they followed them
 (lit, men boys found-when then boys followed).
yaorwith questions —ek ya somo ya has he come or
 has he not? (lit, came or not question-particle).
",1,Question particle,"The strategy of forming polar questions in the language described in the grammar is ""Question particle"".",Question particle,0,0,
Ainu," The semantic range and different copula functions ofanand
 ne are illustrated by the following examples:
 1. anmay be used:
 a.in questions with he a question particle— ek ruwe
he an has he come? (lit, came insistive-particle ,
 question-particle copula).
 b.in a locative sense— teta anhe is here (lit, here
 copula).
 c. with kane(while)...ing— tekehe-otta sumi ani-kane
 an he is holding rocks in his hand (lit, hands-in
 rocks held-...ing copula).
 d.as the verb ""to be""— tanto wen sikus an today the
 weather is bad (lit, today bad weather copula), kuani
 katuhu anI am in this disguise (lit. I form copula).
2. ne may be used:
 a. in an existential sense— an kuru ne a man is (there)
(lit, copula man copula).
 b.in. a qualitative sense— kuani aynu ku ne I am an Ainu
(lit. I Ainu I copula).
R ep ro d u ced with p erm ission o f the copyright ow ner. Further reproduction prohibited w ithout p erm ission.
",1,Question particle,"The language described in the grammar has the strategy of forming polar questions using a question particle, as shown in the example ""ek ruwe he an has he come?"" with ""ek"" being the question particle.",Question particle,0,0,
Salinan," Manyof the constructions
 are doubtful; in such cases the most doubtful have been assigned a
 question mark, the others given the explanation which seems most
 probable.
",0,Interrogative verb morphology,"Based solely on the given paragraph, it is not enough information to determine which strategy of forming polar questions the language described in the grammar has. The paragraph only provides information on how constructions that are doubtful are handled and does not mention anything specific about polar questions in the language.",Not enough information,0,0,type of questions not clear
Salinan,"The interrogative is used inmany eases of doubt or possibility but
where no question is asked:
 o'-yema' who might be seen
 o-yo' '16 (to see) if he is there
 o'yo' '16 (to see) where he is
 o'-t'ika(go) to see if there is
 o'-tica-'rnko (I wish) I were able to
 o-pa/mko(he tries) to be able to
 o'-t' amai(they try) to be able to
The same or a similar prefix appears to be used for the vocative, as:
 o-k'ewe'L O, West Wind!
 o'-ta'mi-TcoHello, friend!
",0,Interrogative verb morphology,"Based on the given paragraph, it is ""Not enough information"" to determine the strategy of forming polar questions (yes-no questions) that the language described in the grammar has.",Not enough information,0,0,type of questions not clear
Salinan,"No,
ko-'set'aiikheyo"" pale'lko t'uxwe'nto t'oL tcxa""
not answered.",0,Interrogative verb morphology,"Based on the given paragraph, it is not clear what strategy of forming polar questions the language described in the grammar uses. Therefore, the correct option is ""Not enough information."".",Not enough information,0,0,
Salinan," Then calledhim the son.
ke'rako'xoye'ampake-'nohek'tetipt'e'nlo
No,not answered.",0,Interrogative verb morphology,"Based on the given paragraph, it is not possible to determine the strategy of forming polar questions of the language described in the grammar. The paragraph provides an example of a statement and a negative response but does not show any indication of using any of the four strategies of forming polar questions. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,
Salinan," Recent Investigations bearing upon the Question of the Occurrence of
Neocene Man in the Auriferous Gravels of California, by William
J. Sinclair, Pp. 107-130, plates 13-14. February, 1908 _.",0,Interrogative verb morphology,Not enough information is given in the paragraph to determine the strategy of forming polar questions in the language described in the grammar.,Not enough information,0,0,another meaning
Even,".. ........................ .44
LW/M 123EVEN
O. Foreword
The present work provides a concise gramma tical description of Even (otherwise known as
Lamut), one of the Tungusic languages of Siberia. Thi s grammatical sketch differs from the pre-
vious works on Even grammar in th at 1) it is confined to synchronic description; 2) it foregrounds
the functional aspects of grammar; 3) it focuses on those lopics that are of interest from a
typological viewpoinl. The present grammatical sketch consists of three major parts. The first pan
""Essen tial s of Even grammar"" includes the following chapters: ""General dam on Even"", ""Phono-
logical introduction"", ""Morphology"", ""Syn tax "" (general infomlation, partly 10 be elaborated in wh:lI
follows).
",,Question particle,,,0,0,
Even,"3. 10. Interj ections an d onomatopoelics
Interjections serve to express the speaker's differenl emOlions ( erej 'Oh!', kiree 'Fie!') and voli-
tions ( gele 'Come on!'.co-co quieting an unlamed reindeer). Onomalopoetics are similar to inter-
jections both syntactically and structurally (oflen formed by reduplication): lag-lag 'rdt-tat', keeku-
keeku imi tating a cuckoo crying.
 4. Syntax: General survey
4. 1. Syntactic ty po logy
As noted above, Even, as well as the other Tungusic languages, in general follows a (nominative-)
accusative pattern. Nevertheless, it reveals certain deviations from the overall accusative typology.
On the one hand, Even displays certain ergative features in case-marki ng. First, the direct object
must stand in the (unmarked) nominative case, when followed by a renexive-possessive endi ng (see
3.2.5.). Second, in most Even dialects the Designative case can mark the intransitive subject, apart
from the direct object (see (3.2.5.». On the other hand, Even is reminiscent of ""topic-prominent""
languages in that it makes frequen t use of topicalization. The panicle bim; (historically, the condi-
tional converb of the copula bi-) following the topica lized NP serves as a topicalization marker. To-
picalization in Even applies mostly to subjects and preferably occurs in ""switch-topic"" contexts; cr.,
e.g., geeJuJci bimi 'as for the wolf...' in (I: 20). As regards word order phenomena, Even is also a Iy-
pical ""Altaic"" language, that is, a consistent head-final language. Within a nominal phrase the head
normally follows its modifier(s). Within a clause the basic word order is: SOY. This word order
pattern holds for different types of clauses (both matrix and subordinate) and sentences (declarative,
interrogative, etc.). Thus, as suggested by (3 1), foonation of interrogative (constituent) sentences
does not involve a (syntactic) wh-movement:
(31) Etiken-# ile hor-re-n?
 old man-NOM where go-NONFUT-3SG
 'Where has the old man gone?'
Yes-no questions and alternative questions are formed by addition of the enclitic particle =gu!=ku
to the verbal predicate(s):
(32) Min-u haa-s=ku, e-se-s=ku?
",,Question particle,,,0,0,
Even,"Two other converbs belonging to this group differ from the above in that they are exclusively used
within periphrastic consuuctions: 4). The ""negative"" con verb fonn in -r - # - -s - ·d (depending on
verbal conjugation type) is attached to the lexical verb within the periphrastic negative construction
(see. e.g., ( 13); cf. 3.7.5.). 5) The ""negative modal"" fonn in -r,pI-ae is attached to a lexical
verb ~occurring with a negative modal auxiliary verb (such as baa- 'not want' in (45c».
",,Question particle,,,0,0,
Even,"Apart from these four conjugation types the re is a di stinct negative conjugation. which is fomled
periphrastically. In th e negative conjugation the auxiliary negat ive verb e- 'not do, not be' inflects
 fo r tense/mood and person/number, whereas the lexical verb assumes the ""negati ve"" converb foml
 in -r (a) - (on its allomorphs see 3.7.6.). In the nonfuture tense the negative verb e- takes the -s(e)-
marker. as the verbs of the third declen sion , whereas in some other fonn s it displays distinct
markers ( -le- for the future tense,-c-- -c;- for the past, etc).
",,Question particle,,,0,0,
Even,"Finally, the group of converbs inflecting for person and number is represented by four fonns: 8)
 the condition al ""switch-reference"" converb in -rak-J-rek--aJc-J-ek--sak-f-sek---dak-l-dek- is
 semantically identical to the conditional form in -mi (naturally, except for its role in switch-
reference system); cf. (26) and (27):
 (27) Em-reke- ngoon-d'i-m
 come-COND CON-3SG say-RlT- ISG
 'If/when (s)he comes, (I) shall tell';
9) the past converb in -OSi -, normally referring to a habitual event in the past simultaneous to the
 primary event:
 (28) Hupkuti-osi-j d'uu-#-jhooc:gete-n-w
study-PAST CON-REF POShouse-NOM-REF POS very miss-PAST-1SG
'When (I) studied, (1) missed my home very much';
 10) the purposive con verb in -da-J-de-:
 (29) Gt\I:I-li tao-da-n
say-IMP:2SG read-PURP CON-3SG
'Tell him to read';
 II) the negative tenninative form in -dle- is attached only to the negative auxiliary verb e- :
 (30) Hine-dIe-s em-ree-lebi-d'i-m
your not do-NEG TERM CON-2SG come-NEG CON thi s-LOC be-FUT-ISG
'(I) shall Slay here until you come'
3_8_ Postpositions
The two types of postpOsitions available in Even are post positional nouns and postpositional ad-
 verbs. The former are half-auxiliary nouns, expressing locative relations. They serve as a fonnal
 head of a possessive-like construction. Within a poslposilionat phrase a postposition takes the cor-
 responding possessive endings 10 indicate the person and number of the lexical noun; cf. mugdeken
LW/M 12 19EVEN
herde-du-n (slump botlom-DAT-3SG) 'under the slUmp'. PoslpositionaJ adverbs are largely derived
from motion verbs and assign the Accusative case10 the objec t of postposition; cf. d'lIu-w ere/j
(house-ACe around) 'round the house'.
 3.9. Particles
All Even particles. except for the prenominal negative panicle at 'without' used within the nega-
tive proprictive form (see 3.2.6.), are enclitics. They share features with ooth syntactic words and
suffixes. Thus, they are similar to the latter in that they are also subject to vowel harmony and as-
similatory processes. On functional grounds the following groups of panicles can be preliminarily
distinguished:
a) emphatic:=si, =lal=le. =kal=ke;
b) contrastive: =pujal=puje, =kanal=kene;
c) restrictive: = lakanJ=leken (see (64», =ragdal=regde;
d) interrogative: =guJ=k,d=yu (see (32));
e) indefinite:=wull=ull=bul =nir =dal=de =gwlaI=glllte
- =wullaJ=wulie (se~ (13a»; ,
f) coordinating:=daI=de (see (65», =go/l=ge/;
g) negative:=daI=de (see (l3b)).
",,Question particle,,,0,0,
Even,"The sociative adds the meaning of “doing together” to the verb. This form, alo ng
with the medio-passive was not explained in detail in my sources.
g. Other interesting characteristics of Even Grammar
g1. Vowel Harmony
As mentioned above Even displays vowel harmony. The hardness or softness of
the vowel of the suffix is determine d by the hardness or softness of the stem. Each suffix
in Even has two forms; one to be used with hard vowel stems and one to be used with
soft vowel stems. Please refer to Table 2 for the classification of hard and soft vowels. An
example of this phenomenon follows:
(22) (a) moo – la(b) moo – le
 wood-LOCATIVE water-LOCATIVE
 “in wood” “in water”
In (22), -la which contains a hard vowel is added to moo which has a hard vowel
in the stem and -le which contains a soft vowel is ad ded to moo, which has a soft vowel
in the stem.
g2. Postpositions
Even, similarly to Hungarian, makes use of postpositions in its grammar. Two
examples of these are given in (23):
(23) (a) mugdeken herde – du – n (b) d’uu – w ereli
 stumpbottom-DAT-3SG house-ACC around
 “under the stump” “round the house”
 11
Onur Mutlu
Conclusion
This paper tried to give a concise introduction to the characteristic properties of
Even grammar. Many of the concepts represented here, such as valency -altering affixes
or adjective agreement, need more careful examination. The tense/mood system of Even,
which is too complicated to describe in this paper is also an interesting topic to examine
under Even grammar.
",,Question particle,,,0,0,
Even,"The adversative form can also be used to form passive sentences:
(20) Nugde - ∅ etike – m maa – n
bear-NOMold man-ACC kill-NONFUT:3SC
“The bear killed the old man”
(21) Etiken - ∅nugde-dumaa - w – ra – n
old man-NOM bear-DATkill-AD-NONFUT-3SG
“The old man was killed by the bear”
 10
Onur Mutlu
As can be seen in (20) and (21) the suffixation of the adversative–w to the verb
changes the voice of the verb into passive.
",,Question particle,,,0,0,
Even,"2) Nouns that end with a “primary”–n are classified in Noun Class 2. (The
difference between a primary and secondary –n is that the latter is assumed to
have lost a vowel that was at the end of the noun stem (Malchukov, p.7).) For
example hirkan (“knife”) belongs to this class because it ends with a stem-
final primary /n/. Other examples of nouns in this class are etiken (""old man""),
awlan (""glade""), asatkan (""girl""), oran (""reindeer""), hulican (""fox"").
",,Question particle,,,0,0,
Even," 5
Onur Mutlu
(6) d’uu d’uu – l (7) oran ora – r
“house”“houses” “reindeer” “reindeers”
Exceptions to this “plural marker rule” exist. Usually kinship terms take special
plural markers –sal/-sel, -tal/-tel, -nil. For example,
(8) aman (“father”) am-til (“fathers”)
c3. Possession markers
Nouns in Even are marked for possession. These markers are either personal or
reflexive. Due to space considerations, I will not deal withthese markers in detail. The
possessive markers are different for each type of noun class. The possessive paradigm for
a class 1 noun (d’uu) would be as follows:
(9) d’uu – w (my house)
d’uu – s (your(singular) house)
d’uu – n (his/her/its house)
d’uu – wun (our house – including the person who is being spoken to)
d'uu - t (our house - exclusive first person plural)
d’uu – san (your(pl) house)
d’uu – tan (their house)
In marking the nouns for possession Even is very similar to Turkish, which is also
an Altaic agglutinating language that has an SOV word order, makes use of a case system
(though not as complicated as Even) and exhibits vowel harmony. In Turkish the
possessive paradigm for ev (“house”) would be:
(9a) ev – im (my house)
 ev – in (your(sg) house)
 ev – i (his/her/its house)
 ev – imiz (our house – Turkish has only one type of first person plural)
 ev – iniz (your(pl.) house)
 ev – leri (their house)
 ev – iniz (your(sg.)(formal) house)
We need to contrast these two languages with English. In English, possession is
not marked on nouns, instead possessive pronouns are used for indicating the possessor.
",,Question particle,,,0,0,
Even,"3) Noun class 3 consists of the nouns in the plural form. An example of this class
would be d'uul (""houses"").
c2. Number (Plural markers)
In Even nouns are marked for number, possession, and case. We have seen the
case markers before, now let’s look at the number marking. Singular nouns are not
marked, but plural nouns take different plural markers for different noun classes. The
plural forms of the nouns in noun class 1 take –l (example 6) and noun class 2 nouns take
–r (example 7).
",,Question particle,,,0,0,
Yaqui," The opportunity to do further work on Yaqui did not present
itself until the winter of 1918-1919, when the writer spent a short
time in Tucson, Arizona, working on the Papago language for the
University of California and the Southwest Society. The presence
of a small colony of Yaqui in the vicinity afforded the desired oppor-
tunity to make a few linguistic and phonetic notes which form the
basis of the present article. These were so meager, however, that
they would have been almost valueless without the assistance and
corroboration of the only extant Yaqui grammar, ""Arte de la Langua
1 Following the example of Dr. Sapir, I am adopting the more inclusive and
rational name Sonoran for the linguistic family named by Powell ""Piman"" and
using the term Piman to designate the sub-group comprising the Pima, Papago,
Tepehuane, Tepecano, and possibly other languages.
",,Question particle,,,0,0,
Yaqui," [Vol. 20
need not be copied in extenso here. Frequently several case forms
of a given pronoun are identical, but there appears to be no uni-
formity or agreement between the various forms of any given case.
The independent subjective (nominative) forms appear to be
 Singular Plural
1. inopo, nehe, neheriitopo, itee, iteriwa
2. empo, ehee, eheriempom, emee, emeri
3. wahaa, waharithatwamee, wameri
ahaa, ahari the sameamee, ameri
ihii, ihiri thisime, imeri
 huhuu, huhurithishumee, humeri
ADVERBS
 Adverbs are normally independent parts of speech. They may
be formed from other parts of speech, as:
-siwa, suffixed to adjectives, forms adverbs
 Certain particles are intimately connected with verbs but, appar-
ently not being parts of the verbal complex, must be considered as
adverbs. Principal among these are the interrogative ki and the
negative k(a). The former is always first in the sentence and may
be separated from the verb by the nominal subject. The negative
particle seems also not to be a prefix but independent.
",,Question particle,,,0,0,
Yaqui," Postpositions: Case Ending
Velasco states that the relations expressed by the Latin oblique
cases-genitive, dative, accusative, and ablative-are expressed in
Cahita by the use of the case suffix -ta when the stem ends in a vowel
and -e when it ends in a consonant. These are used equally with
nouns and pronouns. Whether this is a true case ending or a very
general and comprehensive postposition, the writer is not in a position
to say.
 ye""e-m-ta (They watch that) dancer
Velasco enumerates some forty postpositions which need not be
transcribed here. He divides them into groups: 1, those suffixed to
the ablative of pronouns, or some to the nominative and some to
the oblique forms of nour,s; 2, suffixed to the ablative of pronouns
together with the preposition tzi, or to the oblique form (nominative
in one case) of the noun; 3, those suffixed to the genitive of pronouns
or nouns; 4, those which rarely or never are found with pronouns
but are used with nouns about equally in the nominative or oblique
form; 5, those which possess an adverbial sense.
 ahwa'a-wito her house
 i'nxwo'a-wito my house
 anima'niM-ve'nasia'like animals
204 University of California Publications in Am. Arch. and Ethn.",,Question particle,,,0,0,
